ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
62893,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062893'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,Safeguard study of Kalam Kumrat Road,Consultants,2018-12-24T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62892,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062892'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,Destination management plan (DMP) for Naran and Kumrat.,Consultants,2018-12-24T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62894,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062894'},Contract Award,2018-12-12T00:00:00,P156559,CIVIL WORKS FOR THE PROTECTION OF THE DOWNSTREAM APRON OF THE            MACARRETANE BARRAGE,,,MZ,Mozambique,"Other Public Administration, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Water Supply, Other Education"
62803,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062803'},Contract Award,2018-12-11T00:00:00,P163559,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,SS,South Sudan,"Public Administration - Agriculture, Fishing & Forestry, Crops, Social Protection, Other Agriculture, Fishing and Forestry, Livestock"
62804,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062804'},Invitation for Bids,2018-12-11T00:00:00,P132123,"Réhabilitation bâtiment de la Vice-Présidence en charge du            Ministère del'Agriculture, de la Pêche, de l'Environnement,            del'Aménagement du Territoire et del'Urbanisme",Goods and Works,2018-12-11T00:00:00,,Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62807,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062807'},Contract Award,2018-12-11T00:00:00,P122486,Committee recommended to award contract to M/S G VIKRAM as he            quoted L1 price,,,IN,India,"Irrigation and Drainage, Agricultural markets, commercialization and agri-business, Crops, Public Administration - Agriculture, Fishing & Forestry, Agricultural Extension, Research, and Other Support Activities"
62809,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062809'},Invitation for Bids,2018-12-11T00:00:00,P132123,Petit équipements pour les communautés sur les aspects sanitaires,Goods and Works,2018-12-11T00:00:00,,Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62820,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062820'},Contract Award,2018-12-11T00:00:00,P130548,Improvements of Kandy Municipal Water Supply Scheme - Chamber            Construction for Bulk Flow Meter at Heerassagala Lower,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62821,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062821'},Request for Expression of Interest,2018-12-11T00:00:00,P161624,Financial Management Specialist,Consultants,2019-01-10T00:00:00,PK,Pakistan,"Social Protection, Other Agriculture, Fishing and Forestry, Early Childhood Education, Other Water Supply, Sanitation and Waste Management, Health"
62822,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062822'},Contract Award,2018-12-11T00:00:00,P122546,Acquisition de serveur et d'équipements de sécurité            informatique pour le BCP-Emploi,,,,Cote d'Ivoire,"Public Administration - Education, Adult, Basic and Continuing Education, Social Protection, Workforce Development and Vocational Education"
62827,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062827'},Contract Award,2018-12-11T00:00:00,P163857,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Somalia,"Sub-National Government, Rural and Inter-Urban Roads, Social Protection"
62828,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062828'},Contract Award,2018-12-11T00:00:00,P123394,Material Delivered as per scope of work.,,,PK,Pakistan,"Health, Public Administration - Health"
62830,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062830'},Contract Award,2018-12-11T00:00:00,P154683,"Soil Fertility and Agriculture Extension Programme in Kankoyo,Mufulira",,,ZM,Zambia,
62840,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062840'},Contract Award,2018-12-11T00:00:00,P127725,"PROCUREMENT OF GOODS AND RELATED SERVICES FOR SUPPLY,            INSTALLATION, TESTING, COMMISSIONING AND MAINTENANCE OF REALTIME DATA ACQUISITION SYSTEM            FOR THE KOSI & BAGMATI -ADHWARA BASINS IN BIHAR, INDIA",,,IN,India,"Other Transportation, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Other Agriculture, Fishing and Forestry, Rural and Inter-Urban Roads"
62842,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062842'},Contract Award,2018-12-11T00:00:00,P150991,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GZ,West Bank and Gaza,Sub-National Government
62843,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062843'},Contract Award,2018-12-11T00:00:00,P150991,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GZ,West Bank and Gaza,Sub-National Government
62847,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062847'},Contract Award,2018-12-11T00:00:00,P146827,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,LR,Liberia,
62853,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062853'},Contract Award,2018-12-11T00:00:00,P124015,Mise en place d'un système d'accès et de gestion du            temps du personnel,,,BF,Burkina Faso,"Public Administration - Social Protection, Social Protection"
62854,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062854'},Contract Award,2018-12-11T00:00:00,P144726,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62858,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062858'},Contract Award,2018-12-11T00:00:00,P144726,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62860,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062860'},Contract Award,2018-12-11T00:00:00,P125127,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MZ,Mozambique,"Early Childhood Education, Public Administration - Education, Workforce Development and Vocational Education, Secondary Education, Primary Education"
62862,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062862'},Contract Award,2018-12-11T00:00:00,P144726,Renovation & repairs of State Project Management Unit            Office for NCRMP-II,,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62864,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062864'},Contract Award,2018-12-11T00:00:00,P124905,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,NG,Nigeria,"Other Public Administration, Other Agriculture, Fishing and Forestry, Forestry, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage"
62867,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062867'},Contract Award,2018-12-11T00:00:00,P160033,IT Equipment to strengthen institutional capacity of MOZFIP            Project in Zambezia and Cabo Delgado Provinces,,,MZ,Mozambique,"Forestry, Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry"
62871,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062871'},Invitation for Bids,2018-12-11T00:00:00,P124905,Midoma/Iwerebor-Owanta Gully Site rehabilitation,Goods and Works,2019-01-28T00:00:00,NG,Nigeria,"Other Public Administration, Other Agriculture, Fishing and Forestry, Forestry, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage"
62873,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062873'},Contract Award,2018-12-11T00:00:00,P160272,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CF,Central African Republic,
62876,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062876'},Contract Award,2018-12-11T00:00:00,P133305,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,UG,Uganda,"Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62878,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062878'},Contract Award,2018-12-11T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
62882,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062882'},Contract Award,2018-12-11T00:00:00,P151077,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GA,Gabon,"Other Water Supply, Sanitation and Waste Management, Urban Transport, Social Protection, Other Public Administration"
62885,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062885'},Contract Award,2018-12-11T00:00:00,P148797,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Guinea-Bissau,"Water Supply, Energy Transmission and Distribution, Central Government (Central Agencies)"
62797,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062797'},Contract Award,2018-12-11T00:00:00,P122486,Committee recommended to award contract to M/S SHEMANTIKA            NURSERY as they quoted L1 price,,,IN,India,"Irrigation and Drainage, Agricultural markets, commercialization and agri-business, Crops, Public Administration - Agriculture, Fishing & Forestry, Agricultural Extension, Research, and Other Support Activities"
62799,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062799'},Contract Award,2018-12-11T00:00:00,P122486,Committee recommended to award contract to M/S GARDEN            SATELLITE as they quoted L1 price,,,IN,India,"Irrigation and Drainage, Agricultural markets, commercialization and agri-business, Crops, Public Administration - Agriculture, Fishing & Forestry, Agricultural Extension, Research, and Other Support Activities"
62800,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062800'},Contract Award,2018-12-11T00:00:00,P122486,Committee recommended to award contract to M/S FLOORA PAVERS            as they quoted L1 price,,,IN,India,"Irrigation and Drainage, Agricultural markets, commercialization and agri-business, Crops, Public Administration - Agriculture, Fishing & Forestry, Agricultural Extension, Research, and Other Support Activities"
62801,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062801'},Contract Award,2018-12-11T00:00:00,P130548,Construction of Bus parking facilities at Kandy South Depot,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62810,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062810'},Contract Award,2018-12-11T00:00:00,P163559,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,SS,South Sudan,"Public Administration - Agriculture, Fishing & Forestry, Crops, Social Protection, Other Agriculture, Fishing and Forestry, Livestock"
62811,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062811'},Contract Award,2018-12-11T00:00:00,P150520,"augmentation of water supply scheme village aliwal block            ajnala, amritsar.",,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62816,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062816'},Contract Award,2018-12-11T00:00:00,P122546,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Cote d'Ivoire,"Public Administration - Education, Adult, Basic and Continuing Education, Social Protection, Workforce Development and Vocational Education"
62817,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062817'},Contract Award,2018-12-11T00:00:00,P130548,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62831,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062831'},Contract Award,2018-12-11T00:00:00,P163857,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Somalia,"Sub-National Government, Rural and Inter-Urban Roads, Social Protection"
62834,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062834'},Request for Expression of Interest,2018-12-11T00:00:00,P162086,PROCUREMENT OF POWER PROCUREMENT COST OPTIMIZATION SOLUTIONIN JBVNL,Consultants,2018-10-05T00:00:00,IN,India,
62838,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062838'},Contract Award,2018-12-11T00:00:00,P156837,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,YF,Serbia,"Other Non-bank Financial Institutions, Banking Institutions, Public Administration - Financial Sector"
62849,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062849'},Contract Award,2018-12-11T00:00:00,P159655,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,AF,Afghanistan,Central Government (Central Agencies)
62856,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062856'},Contract Award,2018-12-11T00:00:00,P156778,CW 2.2.7 Minsk State Medical colledge: Rehabilitation of the            premises for placement of skill laboratories,,,BY,Belarus,"Health, Public Administration - Health, Health Facilities and Construction"
62863,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062863'},Contract Award,2018-12-11T00:00:00,P146997,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BY,Belarus,Other Public Administration
62865,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062865'},Contract Award,2018-12-11T00:00:00,P146827,Procurement of Motor Bike,,,LR,Liberia,
62866,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062866'},Contract Award,2018-12-11T00:00:00,P157671,External Audit for the Angola Statistics Project,,,AO,Angola,"ICT Infrastructure, Central Government (Central Agencies)"
